case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
77130,e-APR AOR,2019-07-02,PNP-Outland,0,Ontario,Morocco,Morocco,Unspecified,Pending,None,2019-07-03,None,None,Pending,Active
77111,Medicals Passed,2019-07-01,FSW-Outland,2,None,South Africa,South Africa,Unspecified,2019-08-02,None,2019-07-01,None,None,Pending,Active
77012,e-APR AOR,2019-07-01,FSW-Outland,2,None,Russia,USA,Unspecified,Pending,2019-08-01,2019-07-01,None,None,Pending,Active
78592,Medicals Passed,2019-07-01,FSW-Outland,2,None,Trinidad and Tobago,Trinidad and Tobago,Unspecified,2019-07-30,None,2019-07-01,None,None,Pending,Active
77028,Medicals Passed,2019-07-01,FSW-Inland,1,None,India,Canada,Unspecified,2019-07-30,None,2019-06-30,None,None,Pending,Active
77898,e-APR AOR,2019-07-01,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-07-01,None,None,Pending,Active
77243,e-APR AOR,2019-07-01,CEC,0,None,India,Unspecified,Unspecified,Pending,None,2019-07-01,None,None,Pending,Active
77572,Medicals Passed,2019-06-30,FSW-Outland,1,None,India,USA,Unspecified,2019-07-30,None,2019-06-30,None,None,Pending,Active
76906,Medicals Passed,2019-06-30,FSW-Outland,3,None,Russia,Russia,Unspecified,2019-07-31,None,2019-06-30,None,None,Pending,Active
78836,Medicals Passed,2019-06-30,FSW-Outland,3,None,Algeria,Algeria,Unspecified,2019-07-30,None,2019-06-30,None,None,Pending,Active
76838,Medicals Passed,2019-06-30,FSW-Outland,1,None,India,USA,Unspecified,2019-07-29,None,2019-06-30,None,None,Pending,Active
77616,e-APR AOR,2019-06-30,FSW-Outland,0,None,Pakistan,Pakistan,Unspecified,Pending,None,2019-06-30,None,None,Pending,Active
77331,Medicals Passed,2019-06-30,FSW-Outland,0,None,India,India,Unspecified,2019-06-24,None,2019-06-30,None,None,Pending,Active
76836,e-APR AOR,2019-06-30,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-30,None,None,Pending,Active
76831,e-APR AOR,2019-06-30,CEC,0,None,India,Unspecified,Unspecified,Pending,None,2019-06-30,None,None,Pending,Active
79050,Medicals Passed,2019-06-29,FSW-Outland,2,None,India,India,Unspecified,2019-08-01,None,2019-06-29,None,None,Pending,Active
77509,Medicals Passed,2019-06-29,PNP-Outland,4,Nova Scotia,Pakistan,UAE,Unspecified,2019-08-01,None,2019-06-29,None,None,Pending,Active
79016,Medicals Passed,2019-06-29,CEC,0,None,India,Canada,Unspecified,2019-07-30,None,2019-06-29,None,None,Pending,Active
78200,Medicals Passed,2019-06-29,FSW-Outland,0,None,India,USA,Unspecified,2019-07-29,None,2019-06-29,None,None,Pending,Active
77829,Medicals Passed,2019-06-29,FSW-Outland,0,None,Colombia,Colombia,Unspecified,2019-07-30,2019-07-30,2019-06-29,None,None,Pending,Active
78861,e-APR AOR,2019-06-29,CEC,1,None,India,Canada,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
78437,Medicals Passed,2019-06-29,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2019-07-30,None,2019-06-29,None,None,Pending,Active
78748,Medicals Passed,2019-06-29,FSW-Outland,0,None,India,India,Unspecified,2019-07-30,None,2019-06-29,None,None,Pending,Active
76926,Medicals Passed,2019-06-29,FSW-Outland,0,None,India,Singapore,Unspecified,2019-07-29,None,2019-06-29,None,None,Pending,Active
77297,Medicals Passed,2019-06-29,FSW-Outland,0,None,Mauritius,Mauritius,Unspecified,2019-07-30,None,2019-06-29,None,None,Pending,Active
76758,Medicals Passed,2019-06-29,FSW-Outland,1,None,Morocco,Qatar,Unspecified,2019-07-29,None,2019-06-29,None,None,Pending,Active
76920,e-APR AOR,2019-06-29,PNP-Outland,3,None,India,India,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
76856,e-APR AOR,2019-06-29,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
76828,e-APR AOR,2019-06-29,FSW-Outland,3,None,India,India,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
76806,e-APR AOR,2019-06-29,PNP-Outland,3,Alberta,Russia,Russia,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
76765,e-APR AOR,2019-06-29,FSW-Outland,1,None,India,Unspecified,Unspecified,Pending,None,2019-06-29,None,None,Pending,Active
77163,Medicals Passed,2019-06-28,CEC,0,None,India,Canada,Unspecified,2019-08-02,None,2019-06-28,None,None,Pending,Active
76707,Medicals Passed,2019-06-28,FSW-Outland,0,None,USA,USA,Unspecified,2019-07-27,2019-07-27,2019-06-28,None,None,Pending,Active
78767,e-APR AOR,2019-06-28,CEC,1,None,India,Canada,Unspecified,Pending,None,2019-06-28,None,None,Pending,Active
76743,Medicals Passed,2019-06-28,FSW-Outland,0,None,India,USA,Unspecified,2019-07-27,None,2019-06-28,None,None,Pending,Active
76786,Medicals Passed,2019-06-28,FSW-Outland,1,None,India,India,Unspecified,2019-07-26,None,2019-06-28,None,None,Pending,Active
77962,e-APR AOR,2019-06-28,CEC,0,None,Tunisia,Canada,Unspecified,Pending,None,2019-06-28,None,None,Pending,Active
76900,Medicals Passed,2019-06-28,CEC,0,None,Russia,Unspecified,Unspecified,2019-05-15,None,2019-06-28,None,None,Pending,Active
76875,e-APR AOR,2019-06-28,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-28,None,None,Pending,Active
76832,e-APR AOR,2019-06-28,FSW-Outland,2,None,Nigeria,Nigeria,Unspecified,Pending,None,2019-06-28,None,None,Pending,Active
76830,e-APR AOR,2019-06-28,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-28,None,None,Pending,Active
76939,PPR,2019-06-27,CEC,0,None,Poland,Canada,Unspecified,2019-07-31,None,2019-06-27,None,PPR,2019-08-06,Active
79120,Medicals Passed,2019-06-27,FSW-Outland,1,None,Nepal,Australia,Unspecified,2019-07-26,None,2019-06-27,None,None,Pending,Active
78610,Medicals Passed,2019-06-27,CEC,1,None,USA,Canada,Unspecified,2019-08-01,None,2019-06-27,None,None,Pending,Active
76881,Medicals Passed,2019-06-27,FSW-Outland,0,None,Ukraine,Ukraine,Unspecified,2019-07-26,None,2019-06-27,None,None,Pending,Active
76675,Medicals Passed,2019-06-27,FSW-Outland,3,None,India,USA,Unspecified,2019-07-25,None,2019-06-27,None,None,Pending,Active
77835,e-APR AOR,2019-06-27,FSW-Outland,0,None,Russia,UAE,Unspecified,Pending,None,2019-06-27,None,None,Pending,Active
76685,e-APR AOR,2019-06-27,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-27,None,None,Pending,Active
77779,Medicals Passed,2019-06-26,PNP-Outland,0,None,Nigeria,Nigeria,Unspecified,2019-07-29,None,2019-06-26,None,None,Pending,Active
76908,Medicals Passed,2019-06-26,FSW-Outland,4,None,South Africa,South Africa,Unspecified,2019-07-31,None,2019-06-26,None,None,Pending,Active
77688,Medicals Passed,2019-06-26,FSW-Outland,2,None,India,India,Unspecified,2019-07-25,None,2019-06-26,None,None,Pending,Active
76631,Medicals Passed,2019-06-26,FSW-Outland,3,None,India,India,Unspecified,2019-07-25,None,2019-06-26,None,None,Pending,Active
78208,e-APR AOR,2019-06-26,FSW-Outland,0,None,India,USA,Unspecified,Pending,None,2019-06-26,None,None,Pending,Active
77650,e-APR AOR,2019-06-26,FSW-Outland,2,None,India,India,Unspecified,Pending,None,2019-06-26,None,None,Pending,Active
78228,Medicals Passed,2019-06-25,FSW-Outland,0,None,India,USA,Unspecified,2019-07-24,None,2019-06-25,None,None,Pending,Active
76518,Medicals Passed,2019-06-25,FSW-Outland,3,None,Sri Lanka,Sri Lanka,Unspecified,2019-07-26,None,2019-06-25,None,None,Pending,Active
78955,Medicals Passed,2019-06-25,FSW-Inland,1,None,Viet Nam,Unspecified,Unspecified,2019-07-30,None,2019-06-25,None,None,Pending,Active
78885,Medicals Passed,2019-06-25,CEC,2,None,India,Canada,Unspecified,2019-07-30,None,2019-06-25,None,None,Pending,Active
77706,Medicals Passed,2019-06-25,FSW-Outland,0,None,Pakistan,UAE,Unspecified,2019-07-25,None,2019-06-25,None,None,Pending,Active
78760,Medicals Passed,2019-06-25,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2019-07-25,None,2019-06-25,None,None,Pending,Active
76981,Medicals Passed,2019-06-25,FSW-Outland,0,None,Zimbabwe,Zimbabwe,Unspecified,2019-07-25,None,2019-06-25,None,None,Pending,Active
77182,Medicals Passed,2019-06-25,FSW-Outland,2,None,India,India,Unspecified,2019-07-24,None,2019-06-25,None,None,Pending,Active
77569,e-APR AOR,2019-06-25,CEC,0,None,China,Canada,Unspecified,Pending,None,2019-06-25,None,None,Pending,Active
76541,e-APR AOR,2019-06-25,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-25,None,None,Pending,Active
76538,e-APR AOR,2019-06-25,FSW-Outland,3,None,India,India,Unspecified,Pending,None,2019-06-25,None,None,Pending,Active
78505,Medicals Passed,2019-06-24,CEC,1,None,China,Canada,Unspecified,2019-07-29,None,2019-06-24,None,None,Pending,Active
77316,Medicals Passed,2019-06-24,FSW-Outland,0,None,India,India,Unspecified,2019-07-24,None,2019-06-24,None,None,Pending,Active
78941,Medicals Passed,2019-06-23,FSW-Outland,0,None,Jordan,Jordan,Unspecified,2019-07-29,None,2019-06-23,None,None,Pending,Active
76557,e-APR AOR,2019-06-23,CEC,3,None,India,Canada,Unspecified,Pending,None,2019-06-23,None,None,Pending,Active
76459,Medicals Passed,2019-06-23,FSW-Outland,0,None,Lebanon,Unspecified,Unspecified,2019-07-24,None,2019-06-23,None,None,Pending,Active
76452,Medicals Passed,2019-06-23,FSW-Outland,0,None,India,USA,Unspecified,2019-07-24,None,2019-06-23,None,None,Pending,Active
76924,e-APR AOR,2019-06-23,FSW-Inland,1,None,India,Canada,Unspecified,Pending,None,2019-06-23,None,None,Pending,Active
76363,Medicals Passed,2019-06-22,FSW-Outland,1,None,Russia,Russia,Warsaw,2019-07-24,None,2019-08-06,None,None,Pending,Active
76373,Medicals Passed,2019-06-22,PNP-Outland,3,Ontario,Turkey,Turkey,Unspecified,2019-07-30,2019-07-25,2019-06-22,None,None,Pending,Active
78522,Medicals Passed,2019-06-22,CEC,0,None,China,Canada,Unspecified,2019-07-26,None,2019-06-22,None,None,Pending,Active
78997,Medicals Passed,2019-06-22,CEC,1,None,Sri Lanka,Canada,Unspecified,2019-07-30,None,2019-06-22,None,None,Pending,Active
76385,Medicals Passed,2019-06-22,FSW-Inland,2,None,India,India,Unspecified,2019-07-24,None,2019-06-22,None,None,Pending,Active
78588,Medicals Passed,2019-06-22,CEC,0,None,Viet Nam,Canada,Unspecified,2019-07-27,None,2019-06-22,None,None,Pending,Active
78571,Medicals Passed,2019-06-22,PNP-Outland,1,Alberta,India,India,Sydney,2019-07-26,None,2019-06-22,None,None,Pending,Active
76369,Medicals Passed,2019-06-22,FSW-Outland,0,None,India,USA,Unspecified,2019-07-24,None,2019-06-22,None,None,Pending,Active
76354,Medicals Passed,2019-06-22,FSW-Outland,1,None,South Africa,South Africa,Unspecified,2019-07-24,None,2019-06-22,None,None,Pending,Active
76374,Medicals Passed,2019-06-22,FSW-Inland,0,None,China,Canada,Unspecified,2019-07-23,None,2019-06-22,None,None,Pending,Active
77158,e-APR AOR,2019-06-22,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-22,None,None,Pending,Active
76444,e-APR AOR,2019-06-22,CEC,0,None,India,Unspecified,Unspecified,Pending,None,2019-06-22,None,None,Pending,Active
78048,Medicals Passed,2019-06-21,CEC,0,None,Hong Kong,Canada,Unspecified,2019-07-29,None,2019-06-21,None,None,Pending,Active
78449,Medicals Passed,2019-06-21,FSW-Outland,2,None,France,USA,Unspecified,2019-07-24,None,2019-06-21,None,None,Pending,Active
77786,e-APR AOR,2019-06-21,PNP-Inland,0,None,Brazil,Brazil,Unspecified,Pending,None,2019-06-21,None,None,Pending,Active
77648,e-APR AOR,2019-06-21,CEC,0,None,India,Canada,Unspecified,Pending,None,2019-06-21,None,None,Pending,Active
77411,e-APR AOR,2019-06-21,FSW-Inland,1,None,India,Canada,Unspecified,Pending,2019-07-02,2019-06-21,None,None,Pending,Active
76659,e-APR AOR,2019-06-21,CEC,0,None,India,India,Unspecified,Pending,None,2019-06-21,None,None,Pending,Active
76245,Medicals Passed,2019-06-20,FSW-Outland,1,None,Brazil,Brazil,Sao Paulo,2019-07-23,None,2019-06-20,None,None,Pending,Active
78292,e-APR AOR,2019-06-20,FSW-Inland,0,None,South Korea,Canada,Unspecified,Pending,None,2019-06-20,None,None,Pending,Active
76248,Medicals Passed,2019-06-20,CEC,1,None,South Korea,Canada,Unspecified,2019-08-01,None,2019-06-20,None,None,Pending,Active
77766,Medicals Passed,2019-06-20,FSW-Outland,1,None,India,India,Unspecified,2019-07-23,None,2019-06-20,None,None,Pending,Active
76957,Medicals Passed,2019-06-20,CEC,1,None,India,Canada,Unspecified,2019-07-26,None,2019-06-20,None,None,Pending,Active
77944,Medicals Passed,2019-06-20,CEC,0,None,Australia,Canada,Unspecified,2019-07-25,None,2019-06-20,None,None,Pending,Active
76646,Medicals Passed,2019-06-20,FSW-Outland,1,None,India,India,Unspecified,2019-07-23,None,2019-06-20,None,None,Pending,Active
76269,Medicals Passed,2019-06-20,FSW-Outland,1,None,India,India,Unspecified,2019-07-23,None,2019-06-20,None,None,Pending,Active
77804,e-APR AOR,2019-06-20,PNP-Outland,0,None,Pakistan,UAE,Unspecified,Pending,None,2019-06-20,None,None,Pending,Active
77345,e-APR AOR,2019-06-20,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-20,None,None,Pending,Active
76932,e-APR AOR,2019-06-20,FSW-Outland,1,None,India,USA,Unspecified,Pending,None,2019-06-20,None,None,Pending,Active
76357,e-APR AOR,2019-06-20,PNP-Outland,0,British Columbia,South Africa,Ireland,Amman,Pending,None,2019-06-20,None,None,Pending,Active
76645,Medicals Passed,2019-06-19,CEC,3,None,India,Canada,Unspecified,2019-07-18,None,2019-06-19,None,None,Pending,Active
76553,Medicals Passed,2019-06-19,FSW-Outland,0,None,India,USA,Unspecified,2019-07-23,None,2019-06-19,None,None,Pending,Active
76284,Medicals Passed,2019-06-19,FSW-Outland,0,None,Trinidad and Tobago,Trinidad and Tobago,Unspecified,2019-07-25,None,2019-06-19,None,None,Pending,Active
74985,Medicals Passed,2019-06-19,CEC,2,None,China,Canada,Sydney,2019-07-24,None,2019-06-18,None,None,Pending,Active
76168,Medicals Passed,2019-06-19,CEC,1,None,India,Canada,Unspecified,2019-07-25,None,2019-06-19,None,None,Pending,Active
76182,Medicals Passed,2019-06-19,FSW-Inland,1,None,Brazil,Canada,Unspecified,2019-07-23,None,2019-06-19,None,None,Pending,Active
76439,Medicals Passed,2019-06-19,FSW-Outland,0,None,Brazil,Brazil,Unspecified,2019-07-23,None,2019-06-19,None,None,Pending,Active
76355,Medicals Passed,2019-06-19,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2019-07-22,None,2019-06-19,None,None,Pending,Active
76570,Medicals Passed,2019-06-19,FSW-Outland,2,None,India,India,Unspecified,2019-07-23,None,2019-06-19,None,None,Pending,Active
76301,Medicals Passed,2019-06-18,CEC,3,None,India,India,Unspecified,2019-07-23,None,2019-06-18,None,None,Pending,Active
78764,Medicals Passed,2019-06-18,PNP-Outland,4,Ontario,Algeria,Algeria,Unspecified,2019-07-25,None,2019-06-18,None,None,Pending,Active
76491,e-APR AOR,2019-06-18,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-18,None,None,Pending,Active
79100,e-APR AOR,2019-06-17,CEC,0,None,United Kingdom,Canada,Unspecified,Pending,None,2019-06-17,None,None,Pending,Active
76531,Medicals Passed,2019-06-17,FSW-Outland,1,None,Ghana,Ghana,Unspecified,2019-07-30,2019-07-24,2019-06-17,None,None,Pending,Active
76200,PPR,2019-06-17,CEC,3,None,India,Canada,Unspecified,2019-07-24,None,2019-06-17,None,PPR,2019-07-29,Active
76417,Medicals Passed,2019-06-17,FSW-Outland,2,None,India,India,Unspecified,2019-07-22,None,2019-06-17,None,None,Pending,Active
77558,Medicals Passed,2019-06-17,CEC,0,None,China,Canada,Unspecified,2019-07-23,None,2019-06-17,None,None,Pending,Active
76163,Medicals Passed,2019-06-17,FSW-Outland,1,None,India,USA,Unspecified,2019-07-23,None,2019-06-16,None,None,Pending,Active
76534,Medicals Passed,2019-06-17,FSW-Outland,2,None,India,USA,Unspecified,2019-07-23,None,2019-06-17,None,None,Pending,Active
76133,Medicals Passed,2019-06-17,PNP-Inland,0,None,India,Canada,Unspecified,2019-06-17,None,2019-06-17,None,None,Pending,Active
76116,e-APR AOR,2019-06-17,FSW-Outland,0,None,Nigeria,Nigeria,Unspecified,Pending,None,2019-06-17,None,None,Pending,Active
78507,Medicals Passed,2019-06-16,FSW-Inland,4,None,China,Canada,Unspecified,2019-07-20,None,2019-06-16,None,None,Pending,Active
77465,Medicals Passed,2019-06-16,FSW-Outland,1,None,Kenya,USA,Unspecified,2019-07-22,None,2019-06-16,None,None,Pending,Active
76377,Medicals Passed,2019-06-16,CEC,1,None,Jamaica,Canada,Unspecified,2019-07-23,2019-07-23,2019-06-16,None,None,Pending,Active
77627,Medicals Passed,2019-06-16,FSW-Outland,0,None,India,India,Unspecified,2019-07-20,2019-07-20,2019-06-16,None,None,Pending,Active
76004,Medicals Passed,2019-06-16,PNP-Outland,5,Alberta,Pakistan,UAE,Unspecified,2019-07-23,None,2019-06-16,None,None,Pending,Active
76222,Medicals Passed,2019-06-16,FSW-Outland,1,None,China,China,Unspecified,2019-07-20,None,2019-06-16,None,None,Pending,Active
77224,e-APR AOR,2019-06-16,PNP-Outland,2,Ontario,Mauritius,Australia,Unspecified,Pending,None,2019-06-16,None,None,Pending,Active
76034,e-APR AOR,2019-06-16,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-16,None,None,Pending,Active
78860,Medicals Passed,2019-06-15,CEC,1,None,India,Canada,Unspecified,2019-07-23,None,2019-06-15,None,None,Pending,Active
76438,Medicals Passed,2019-06-15,FSW-Outland,4,None,India,India,Unspecified,2019-07-24,None,2019-06-15,None,None,Pending,Active
78435,Medicals Passed,2019-06-15,CEC,1,None,United Kingdom,Canada,Unspecified,2019-07-23,None,2019-06-15,None,None,Pending,Active
75910,Medicals Passed,2019-06-15,FSW-Outland,1,None,Philippines,Philippines,Unspecified,2019-07-19,None,2019-06-15,None,None,Pending,Active
78155,Medicals Passed,2019-06-15,PNP-Outland,3,Alberta,Brazil,Brazil,Unspecified,2019-07-23,None,2019-06-15,None,None,Pending,Active
76001,Medicals Passed,2019-06-15,FSW-Outland,1,None,Sudan,Sudan,Unspecified,2019-07-20,None,2019-06-15,None,None,Pending,Active
75996,Medicals Passed,2019-06-15,FSW-Outland,2,None,India,India,Unspecified,2019-07-19,None,2019-06-15,None,None,Pending,Active
76508,Medicals Passed,2019-06-15,FSW-Outland,3,None,India,India,Unspecified,2019-07-19,None,2019-06-15,None,None,Pending,Active
75119,Medicals Passed,2019-06-15,FSW-Outland,0,None,India,India,Unspecified,2019-07-19,None,2019-06-15,None,None,Pending,Active
76958,Medicals Passed,2019-06-15,FSW-Outland,4,None,India,India,Unspecified,2019-06-17,None,2019-06-15,None,None,Pending,Active
76883,e-APR AOR,2019-06-15,FSW-Outland,0,None,India,Unspecified,Unspecified,Pending,None,2019-06-15,None,None,Pending,Active
76532,e-APR AOR,2019-06-15,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,Pending,None,2019-06-15,None,None,Pending,Active
76282,e-APR AOR,2019-06-15,PNP-Outland,4,None,Nigeria,Nigeria,Unspecified,Pending,None,2019-06-15,None,None,Pending,Active
76028,e-APR AOR,2019-06-15,FSW-Outland,2,None,India,Unspecified,Unspecified,Pending,None,2019-06-15,None,None,Pending,Active
78138,Medicals Passed,2019-06-14,PNP-Outland,1,Alberta,Philippines,Qatar,Unspecified,2019-07-22,None,2019-06-14,None,None,Pending,Active
76087,Medicals Passed,2019-06-14,FSW-Outland,2,None,India,India,Unspecified,2019-07-19,None,2019-06-14,None,None,Pending,Active
78429,Medicals Passed,2019-06-14,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2019-07-19,None,2019-06-14,None,None,Pending,Active
76104,Medicals Passed,2019-06-14,CEC,0,None,Libya,Canada,Unspecified,2019-07-22,None,2019-06-14,None,None,Pending,Active
77925,Medicals Passed,2019-06-14,PNP-Inland,0,Alberta,Zimbabwe,Canada,Unspecified,2019-07-23,None,2019-06-14,None,None,Pending,Active
76322,Medicals Passed,2019-06-14,CEC,0,None,China,Canada,Unspecified,2019-07-22,None,2019-06-14,None,None,Pending,Active
77466,e-APR AOR,2019-06-14,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2019-06-14,None,None,Pending,Active
77129,e-APR AOR,2019-06-14,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2019-06-14,None,None,Pending,Active
76042,e-APR AOR,2019-06-14,CEC,0,None,India,Canada,Unspecified,Pending,None,2019-06-14,None,None,Pending,Active
78324,Medicals Passed,2019-06-13,FSW-Outland,1,None,India,UAE,Unspecified,2019-07-22,None,2019-06-13,None,None,Pending,Active
75838,Medicals Passed,2019-06-13,FSW-Outland,0,None,Colombia,Mexico,Unspecified,2019-07-23,None,2019-06-13,None,None,Pending,Active
78110,Medicals Passed,2019-06-13,FSW-Outland,3,None,Nigeria,Nigeria,Unspecified,2019-07-17,None,2019-06-13,None,None,Pending,Active
77201,Medicals Passed,2019-06-13,FSW-Outland,1,None,India,USA,Unspecified,2019-07-18,None,2019-06-13,None,None,Pending,Active
78003,e-APR AOR,2019-06-13,FSW-Outland,0,None,Australia,Australia,Unspecified,Pending,None,2019-06-13,None,None,Pending,Active
75774,Medicals Passed,2019-06-13,FSW-Outland,0,None,India,USA,Unspecified,2019-07-18,None,2019-06-13,None,None,Pending,Active
